source_id,source_name,source_role,target_id,target_name,target_role,edge_kind,distance_miles,source_page
sentinel_malmstrom_afb,Malmstrom AFB,access,lumen_pop_cheyenne_wy,"Cheyenne, WY",aggregation,access_to_aggregation,540.28,
sentinel_malmstrom_afb,Malmstrom AFB,access,lumen_pop_ogden_ut,"Ogden, UT",aggregation,access_to_aggregation,435.813,
sentinel_minot_afb,Minot AFB,access,lumen_pop_cheyenne_wy,"Cheyenne, WY",aggregation,access_to_aggregation,530.457,
sentinel_minot_afb,Minot AFB,access,lumen_pop_omaha_ne,"Omaha, NE",aggregation,access_to_aggregation,561.15,
sentinel_reagan_test_site,Reagan Test Site,access,lumen_pop_hayward_ca,"Hayward, CA",aggregation,access_to_aggregation,4769.734,
sentinel_reagan_test_site,Reagan Test Site,access,lumen_pop_san_francisco_ca,"San Francisco, CA",aggregation,access_to_aggregation,4751.991,
sentinel_utah_test_and_training_range_uttr,Utah Test and Training Range (UTTR),access,lumen_pop_ogden_ut,"Ogden, UT",aggregation,access_to_aggregation,55.598,
sentinel_utah_test_and_training_range_uttr,Utah Test and Training Range (UTTR),access,lumen_pop_salt_lake_city_ut,"Salt Lake City, UT",aggregation,access_to_aggregation,60.245,
sentinel_vandenberg_sfb,Vandenberg SFB,access,lumen_pop_los_angeles_ca,"Los Angeles, CA",aggregation,access_to_aggregation,141.055,
sentinel_vandenberg_sfb,Vandenberg SFB,access,lumen_pop_san_luis_obispo_ca,"San Luis Obispo, CA",aggregation,access_to_aggregation,37.69,
sentinel_washington_dc,"Washington, DC",access,lumen_pop_herndon_va,"Herndon, VA",aggregation,access_to_aggregation,19.256,
sentinel_washington_dc,"Washington, DC",access,lumen_pop_mclean_va,"McLean, VA",aggregation,access_to_aggregation,7.77,
lumen_pop_akron_oh,"Akron, OH",transit,lumen_pop_columbus_oh,"Columbus, OH",aggregation,lumen_physical,109.684,northeast/overview
lumen_pop_akron_oh,"Akron, OH",transit,lumen_pop_toledo_oh,"Toledo, OH",transit,lumen_physical,112.721,northeast
lumen_pop_albany_ny,"Albany, NY",aggregation,lumen_pop_buffalo_ny,"Buffalo, NY",transit,lumen_physical,260.264,northeast/overview
lumen_pop_albany_ny,"Albany, NY",aggregation,lumen_pop_stamford_ct,"Stamford, CT",aggregation,lumen_physical,111.06,northeast/overview
lumen_pop_albuquerque_nm,"Albuquerque, NM",core,lumen_pop_denver_co,"Denver, CO",aggregation,lumen_physical,334.252,overview/west
lumen_pop_albuquerque_nm,"Albuquerque, NM",core,lumen_pop_el_paso_tx,"El Paso, TX",transit,lumen_physical,229.761,southwest/west
lumen_pop_ashburn_va,"Ashburn, VA",aggregation,lumen_pop_baltimore_md,"Baltimore, MD",aggregation,lumen_physical,49.888,northeast/overview
lumen_pop_ashburn_va,"Ashburn, VA",aggregation,lumen_pop_herndon_va,"Herndon, VA",aggregation,lumen_physical,7.478,northeast/overview
lumen_pop_atlanta_ga,"Atlanta, GA",aggregation,lumen_pop_augusta_ga,"Augusta, GA",transit,lumen_physical,140.155,southeast/overview
lumen_pop_atlanta_ga,"Atlanta, GA",aggregation,lumen_pop_billingsley_al,"Billingsley, AL",aggregation,lumen_physical,153.949,southeast/overview
lumen_pop_atlanta_ga,"Atlanta, GA",aggregation,lumen_pop_charlotte_nc,"Charlotte, NC",aggregation,lumen_physical,226.222,southeast/overview
lumen_pop_atlanta_ga,"Atlanta, GA",aggregation,lumen_pop_nashville_tn,"Nashville, TN",transit,lumen_physical,214.89,southeast/overview
lumen_pop_atlanta_ga,"Atlanta, GA",aggregation,lumen_pop_tallahassee_fl,"Tallahassee, FL",aggregation,lumen_physical,228.834,southeast/overview
lumen_pop_augusta_ga,"Augusta, GA",transit,lumen_pop_jacksonville_fl,"Jacksonville, FL",aggregation,lumen_physical,217.848,southeast
lumen_pop_austin_tx,"Austin, TX",aggregation,lumen_pop_houston_tx,"Houston, TX",core,lumen_physical,146.241,southwest
lumen_pop_austin_tx,"Austin, TX",aggregation,lumen_pop_san_antonio_tx,"San Antonio, TX",aggregation,lumen_physical,73.595,southwest
lumen_pop_baltimore_md,"Baltimore, MD",aggregation,lumen_pop_mclean_va,"McLean, VA",aggregation,lumen_physical,39.045,northeast/overview
lumen_pop_baltimore_md,"Baltimore, MD",aggregation,lumen_pop_philadelphia_pa,"Philadelphia, PA",transit,lumen_physical,89.575,northeast/overview
lumen_pop_billingsley_al,"Billingsley, AL",aggregation,lumen_pop_houston_tx,"Houston, TX",core,lumen_physical,549.255,southeast/overview
lumen_pop_boise_id,"Boise, ID",transit,lumen_pop_ogden_ut,"Ogden, UT",aggregation,lumen_physical,271.662,overview/west
lumen_pop_boise_id,"Boise, ID",transit,lumen_pop_yakima_wa,"Yakima, WA",aggregation,lumen_physical,294.257,overview/west
lumen_pop_buffalo_ny,"Buffalo, NY",transit,lumen_pop_cleveland_oh,"Cleveland, OH",transit,lumen_physical,173.089,northeast/overview
lumen_pop_charlotte_nc,"Charlotte, NC",aggregation,lumen_pop_nashville_tn,"Nashville, TN",transit,lumen_physical,339.381,southeast/overview
lumen_pop_charlotte_nc,"Charlotte, NC",aggregation,lumen_pop_raleigh_nc,"Raleigh, NC",aggregation,lumen_physical,129.759,southeast/overview
lumen_pop_cheyenne_wy,"Cheyenne, WY",aggregation,lumen_pop_denver_co,"Denver, CO",aggregation,lumen_physical,97.198,overview/west
lumen_pop_cheyenne_wy,"Cheyenne, WY",aggregation,lumen_pop_missoula_mt,"Missoula, MT",transit,lumen_physical,603.283,overview/west
lumen_pop_cheyenne_wy,"Cheyenne, WY",aggregation,lumen_pop_ogden_ut,"Ogden, UT",aggregation,lumen_physical,371.938,overview/west
lumen_pop_cheyenne_wy,"Cheyenne, WY",aggregation,lumen_pop_omaha_ne,"Omaha, NE",aggregation,lumen_physical,461.821,overview/west
lumen_pop_chicago_il,"Chicago, IL",transit,lumen_pop_davenport_ia,"Davenport, IA",transit,lumen_physical,154.02,overview
lumen_pop_chicago_il,"Chicago, IL",transit,lumen_pop_indianapolis_in,"Indianapolis, IN",aggregation,lumen_physical,164.823,overview
lumen_pop_chicago_il,"Chicago, IL",transit,lumen_pop_madison_wi,"Madison, WI",aggregation,lumen_physical,122.331,overview
lumen_pop_chicago_il,"Chicago, IL",transit,lumen_pop_milwaukee_wi,"Milwaukee, WI",aggregation,lumen_physical,81.434,overview
lumen_pop_chicago_il,"Chicago, IL",transit,lumen_pop_south_bend_in,"South Bend, IN",transit,lumen_physical,72.447,overview/northeast
lumen_pop_chicago_il,"Chicago, IL",transit,lumen_pop_st_louis_mo,"St. Louis, MO",transit,lumen_physical,262.302,overview
lumen_pop_cincinnati_oh,"Cincinnati, OH",transit,lumen_pop_columbus_oh,"Columbus, OH",aggregation,lumen_physical,100.085,northeast/overview
lumen_pop_cincinnati_oh,"Cincinnati, OH",transit,lumen_pop_indianapolis_in,"Indianapolis, IN",aggregation,lumen_physical,99.14,northeast/overview
lumen_pop_cleveland_oh,"Cleveland, OH",transit,lumen_pop_pittsburgh_pa,"Pittsburgh, PA",transit,lumen_physical,114.898,northeast/overview
lumen_pop_cleveland_oh,"Cleveland, OH",transit,lumen_pop_toledo_oh,"Toledo, OH",transit,lumen_physical,96.76,northeast/overview
lumen_pop_dallas_tx,"Dallas, TX",aggregation,lumen_pop_fort_worth_tx,"Fort Worth, TX",aggregation,lumen_physical,31.048,southwest
lumen_pop_dallas_tx,"Dallas, TX",aggregation,lumen_pop_houston_tx,"Houston, TX",core,lumen_physical,224.797,southwest
lumen_pop_davenport_ia,"Davenport, IA",transit,lumen_pop_des_moines_ia,"Des Moines, IA",core,lumen_physical,156.793,overview
lumen_pop_denver_co,"Denver, CO",aggregation,lumen_pop_omaha_ne,"Omaha, NE",aggregation,lumen_physical,486.963,overview/west
lumen_pop_denver_co,"Denver, CO",aggregation,lumen_pop_salt_lake_city_ut,"Salt Lake City, UT",aggregation,lumen_physical,370.581,overview/west
lumen_pop_des_moines_ia,"Des Moines, IA",core,lumen_pop_kansas_city_mo,"Kansas City, MO",transit,lumen_physical,179.263,overview
lumen_pop_des_moines_ia,"Des Moines, IA",core,lumen_pop_minneapolis_mn,"Minneapolis, MN",transit,lumen_physical,234.934,overview
lumen_pop_des_moines_ia,"Des Moines, IA",core,lumen_pop_omaha_ne,"Omaha, NE",aggregation,lumen_physical,122.618,overview
lumen_pop_el_paso_tx,"El Paso, TX",transit,lumen_pop_san_antonio_tx,"San Antonio, TX",aggregation,lumen_physical,501.834,southwest
lumen_pop_el_paso_tx,"El Paso, TX",transit,lumen_pop_tucson_az,"Tucson, AZ",aggregation,lumen_physical,264.992,overview/southwest
lumen_pop_fort_worth_tx,"Fort Worth, TX",aggregation,lumen_pop_tulsa_ok,"Tulsa, OK",aggregation,lumen_physical,246.869,southwest
lumen_pop_hayward_ca,"Hayward, CA",aggregation,lumen_pop_san_francisco_ca,"San Francisco, CA",aggregation,lumen_physical,19.904,overview/west
lumen_pop_hayward_ca,"Hayward, CA",aggregation,lumen_pop_sunnyvale_ca,"Sunnyvale, CA",transit,lumen_physical,20.871,overview/west
lumen_pop_herndon_va,"Herndon, VA",aggregation,lumen_pop_mclean_va,"McLean, VA",aggregation,lumen_physical,11.487,northeast/overview
lumen_pop_houston_tx,"Houston, TX",core,lumen_pop_san_antonio_tx,"San Antonio, TX",aggregation,lumen_physical,189.108,southwest
lumen_pop_houston_tx,"Houston, TX",core,lumen_pop_tallahassee_fl,"Tallahassee, FL",aggregation,lumen_physical,664.254,southeast/overview
lumen_pop_indianapolis_in,"Indianapolis, IN",aggregation,lumen_pop_st_louis_mo,"St. Louis, MO",transit,lumen_physical,230.289,overview
lumen_pop_jacksonville_fl,"Jacksonville, FL",aggregation,lumen_pop_tallahassee_fl,"Tallahassee, FL",aggregation,lumen_physical,156.626,southeast/overview
lumen_pop_kansas_city_mo,"Kansas City, MO",transit,lumen_pop_st_louis_mo,"St. Louis, MO",transit,lumen_physical,237.826,overview
lumen_pop_kansas_city_mo,"Kansas City, MO",transit,lumen_pop_tulsa_ok,"Tulsa, OK",aggregation,lumen_physical,217.736,overview
lumen_pop_las_vegas_nv,"Las Vegas, NV",aggregation,lumen_pop_salt_lake_city_ut,"Salt Lake City, UT",aggregation,lumen_physical,362.569,overview/west
lumen_pop_las_vegas_nv,"Las Vegas, NV",aggregation,lumen_pop_san_bernadino_ca,"San Bernadino, CA",aggregation,lumen_physical,187.196,overview/west
lumen_pop_los_angeles_ca,"Los Angeles, CA",aggregation,lumen_pop_san_bernadino_ca,"San Bernadino, CA",aggregation,lumen_physical,54.726,overview/west
lumen_pop_los_angeles_ca,"Los Angeles, CA",aggregation,lumen_pop_san_luis_obispo_ca,"San Luis Obispo, CA",aggregation,lumen_physical,161.477,overview/west
lumen_pop_los_angeles_ca,"Los Angeles, CA",aggregation,lumen_pop_tustin_ca,"Tustin, CA",transit,lumen_physical,31.943,overview/west
lumen_pop_madison_wi,"Madison, WI",aggregation,lumen_pop_milwaukee_wi,"Milwaukee, WI",aggregation,lumen_physical,75.497,overview
lumen_pop_mclean_va,"McLean, VA",aggregation,lumen_pop_richmond_va,"Richmond, VA",transit,lumen_physical,97.279,northeast/overview
lumen_pop_milwaukee_wi,"Milwaukee, WI",aggregation,lumen_pop_minneapolis_mn,"Minneapolis, MN",transit,lumen_physical,298.003,overview
lumen_pop_missoula_mt,"Missoula, MT",transit,lumen_pop_yakima_wa,"Yakima, WA",aggregation,lumen_physical,308.71,overview/west
lumen_pop_nashville_tn,"Nashville, TN",transit,lumen_pop_st_louis_mo,"St. Louis, MO",transit,lumen_physical,253.318,overview
lumen_pop_new_york_ny,"New York, NY",transit,lumen_pop_newark_nj,"Newark, NJ",transit,lumen_physical,8.856,northeast/overview
lumen_pop_new_york_ny,"New York, NY",transit,lumen_pop_stamford_ct,"Stamford, CT",aggregation,lumen_physical,33.907,northeast/overview
lumen_pop_newark_nj,"Newark, NJ",transit,lumen_pop_philadelphia_pa,"Philadelphia, PA",transit,lumen_physical,75.238,northeast/overview
lumen_pop_ogden_ut,"Ogden, UT",aggregation,lumen_pop_salt_lake_city_ut,"Salt Lake City, UT",aggregation,lumen_physical,32.226,overview/west
lumen_pop_philadelphia_pa,"Philadelphia, PA",transit,lumen_pop_pittsburgh_pa,"Pittsburgh, PA",transit,lumen_physical,257.131,northeast/overview
lumen_pop_phoenix_az,"Phoenix, AZ",aggregation,lumen_pop_san_bernadino_ca,"San Bernadino, CA",aggregation,lumen_physical,302.959,overview/west
lumen_pop_phoenix_az,"Phoenix, AZ",aggregation,lumen_pop_san_diego_ca,"San Diego, CA",aggregation,lumen_physical,298.792,overview/west
lumen_pop_phoenix_az,"Phoenix, AZ",aggregation,lumen_pop_tucson_az,"Tucson, AZ",aggregation,lumen_physical,106.046,overview/southwest
lumen_pop_portland_or,"Portland, OR",transit,lumen_pop_sacramento_ca,"Sacramento, CA",aggregation,lumen_physical,482.874,overview/west
lumen_pop_portland_or,"Portland, OR",transit,lumen_pop_seattle_wa,"Seattle, WA",aggregation,lumen_physical,145.397,overview/west
lumen_pop_raleigh_nc,"Raleigh, NC",aggregation,lumen_pop_richmond_va,"Richmond, VA",transit,lumen_physical,138.727,northeast/overview
lumen_pop_reno_nv,"Reno, NV",aggregation,lumen_pop_sacramento_ca,"Sacramento, CA",aggregation,lumen_physical,111.446,overview/west
lumen_pop_reno_nv,"Reno, NV",aggregation,lumen_pop_salt_lake_city_ut,"Salt Lake City, UT",aggregation,lumen_physical,426.849,overview/west
lumen_pop_riverside_ca,"Riverside, CA",aggregation,lumen_pop_san_bernadino_ca,"San Bernadino, CA",aggregation,lumen_physical,12.321,overview/west
lumen_pop_riverside_ca,"Riverside, CA",aggregation,lumen_pop_san_diego_ca,"San Diego, CA",aggregation,lumen_physical,86.58,overview/west
lumen_pop_sacramento_ca,"Sacramento, CA",aggregation,lumen_pop_san_francisco_ca,"San Francisco, CA",aggregation,lumen_physical,75.038,overview/west
lumen_pop_san_diego_ca,"San Diego, CA",aggregation,lumen_pop_tustin_ca,"Tustin, CA",transit,lumen_physical,80.904,overview/west
lumen_pop_san_jose_ca,"San Jose, CA",aggregation,lumen_pop_san_luis_obispo_ca,"San Luis Obispo, CA",aggregation,lumen_physical,157.58,overview/west
lumen_pop_san_jose_ca,"San Jose, CA",aggregation,lumen_pop_sunnyvale_ca,"Sunnyvale, CA",transit,lumen_physical,8.505,overview/west
lumen_pop_seattle_wa,"Seattle, WA",aggregation,lumen_pop_yakima_wa,"Yakima, WA",aggregation,lumen_physical,110.401,overview/west
lumen_pop_south_bend_in,"South Bend, IN",transit,lumen_pop_toledo_oh,"Toledo, OH",transit,lumen_physical,139.099,northeast
